type,dish,region,state,city,sub-region,location,description,image_url,citations
Chicken dishes,Chicken and dumplings,Multiple,Wyoming,[],"['TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest', 'TheSouthand theMidwest']",TheSouthand theMidwest,Boiled chicken served with dumplings boiled in its broth,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Mmm..._chicken_dumplings_%287867591472%29.jpg/250px-Mmm..._chicken_dumplings_%287867591472%29.jpg,
Chicken dishes,Chicken and waffles,Multiple,Wyoming,[],"['TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast', 'TheSouthand theNortheast']",TheSouthand theNortheast,"Thesoul foodversion of chicken and waffles, popular in the South, pairsfried chickenwith a breakfastwaffle.  ThePennsylvania Dutchversion, found in the Northeast, consists of a plain waffle with pulled, stewed chicken on top, covered in gravy.[90]",https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Chicken_and_waffles_with_peaches_and_cream.jpg/250px-Chicken_and_waffles_with_peaches_and_cream.jpg,
Chicken dishes,Chicken Divan,Northeast,Wyoming,['New York City'],"['New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City']",New York City,"A chickencasseroleusually served with broccoli, almonds, andMornay sauce. It was named after the place of its invention, the Divan Parisienne Restaurant in the New York City Chatham Hotel.[91][92]",https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Chicken_Divan.jpg/250px-Chicken_Divan.jpg,
Chicken dishes,Chicken Francese,Northeast,Wyoming,[],"['New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)']",New York (state),"An Italian-American dish of flour-dredged, egg-dipped, sautéed chicken cutlets with a lemon-butter and sherry or white wine sauce.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Chicken_Francaise.jpg/250px-Chicken_Francaise.jpg,
Chicken dishes,Chicken Maryland,South,['Maryland'],[],[],Maryland,Fried chickenserved with a creamgravy[93],https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Chicken_maryland_%284490312888%29.jpg/250px-Chicken_maryland_%284490312888%29.jpg,
Chicken dishes,Chicken mull,South,['North Carolina'],[],['South CarolinaandGeorgia'],South CarolinaandGeorgia,"A traditional stew consisting ofparboiledwhole chicken in a cream or milk based broth, butter and seasoned with salt, pepper and other ingredients[94]",,
Chicken dishes,Chicken parmesan,Northeast,Wyoming,['New York City'],"['New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City']",New York City,"A breaded chicken breast covered in tomato sauce and mozzarella, parmesan and/or provolone.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Chicken_parm_at_a_diner.jpg/250px-Chicken_parm_at_a_diner.jpg,
Chicken dishes,Chicken riggies,Northeast,['New York'],[],[],New York,"An Italian-American pasta dish of chicken,rigatoni, and hot or sweet peppers, in a spicy cream and tomato sauce.[95]",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Chicken_Riggies.jpg/250px-Chicken_Riggies.jpg,
Chicken dishes,Chicken Vesuvio,Midwest,Wyoming,['Chicago'],"['Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago']",Chicago,"Pieces of chicken on the bone, with potato wedges and peas, cooked with white wine, garlic, and olive oil.  AnItalian Americandish.[96]",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Chicken_Vesuvio.jpg/250px-Chicken_Vesuvio.jpg,
Chicken dishes,Country Captain,South,Wyoming,[],"['Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia', 'Low Country ofSouth CarolinaandGeorgia']",Low Country ofSouth CarolinaandGeorgia,"Curried chicken over rice with onions, usually also with golden raisins and almonds.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Country_Captain.jpg/250px-Country_Captain.jpg,
Chicken dishes,Fried chicken,South,Wyoming,[],"['Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States']",Southern United States,"A dish consisting of chicken pieces that have been coated with seasoned flour or batter and pan-fried, deep-fried, pressure-fried, or air-fried. The breading adds a crisp coating or crust to the exterior of the chicken while retaining juices in the meat. Broiler chickens are most commonly used.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Fried-Chicken-Set.jpg/250px-Fried-Chicken-Set.jpg,
